34	37	35	36	3.00009936691418e-02	0.00000000000000e+00	1.66048000000000e+01	1.66048000000000e+01	1.57614000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.55931000000000e+01	1.00637119330638e+03	0.00000000000000e+00	1
34	39	36	37	3.00013177092813e-02	0.00000000000000e+00	2.13848000000000e+01	2.13848000000000e+01	2.01799000000000e+01	0.00000000000000e+00	8.48230016469244e+01	8.94678000000000e+00	7.58892734674671e+02	0.00000000000000e+00	1
34	40	36	38	3.00015903201135e-02	0.00000000000000e+00	2.24105000000000e+01	2.24105000000000e+01	2.11500000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.11197000000000e+01	6.28804220942204e+02	0.00000000000000e+00	1
34	41	37	38	3.00025921502891e-02	0.00000000000000e+00	2.68334000000000e+01	2.68334000000000e+01	2.60416000000000e+01	0.00000000000000e+00	1.69646003293849e+02	2.27403000000000e+00	3.85780100870311e+02	0.00000000000000e+00	1
35	38	36	37	3.00009719115780e-02	0.00000000000000e+00	1.76544000000000e+01	1.76544000000000e+01	1.66974000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.63899000000000e+01	1.02890018254380e+03	0.00000000000000e+00	1
35	40	37	38	3.00014738908607e-02	0.00000000000000e+00	2.15006000000000e+01	2.15006000000000e+01	2.04664000000000e+01	0.00000000000000e+00	8.48230016469244e+01	7.99873000000000e+00	6.78476287963304e+02	0.00000000000000e+00	1
35	41	37	39	3.00017378200027e-02	0.00000000000000e+00	2.37578000000000e+01	2.37578000000000e+01	2.25973000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.01759000000000e+01	5.75433588305959e+02	0.00000000000000e+00	1
36	39	37	38	3.00009502610261e-02	0.00000000000000e+00	1.76919000000000e+01	1.76919000000000e+01	1.67738000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.72190000000000e+01	1.05234243276563e+03	0.00000000000000e+00	1
36	41	38	39	3.00014847946967e-02	0.00000000000000e+00	2.59383000000000e+01	2.59383000000000e+01	2.49261000000000e+01	0.00000000000000e+00	8.48230016469244e+01	7.93999000000000e+00	6.73493784846563e+02	0.00000000000000e+00	1
37	40	38	39	3.00009052502491e-02	0.00000000000000e+00	1.82977000000000e+01	1.82977000000000e+01	1.73559000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.90696000000000e+01	1.10466691504823e+03	0.00000000000000e+00	1
38	41	39	40	3.00008958287036e-02	0.00000000000000e+00	1.78665000000000e-02	1.78665000000000e-02	1.68704000000000e-02	0.00000000000000e+00	2.82743338823081e+01	3.94805000000000e+01	1.11628483884047e+03	0.00000000000000e+00	1
1	4	2	3	3.00010114670239e-02	0.00000000000000e+00	1.60165000000000e+01	1.60165000000000e+01	1.52059000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.49668000000000e+01	9.88662977995892e+02	0.00000000000000e+00	1
1	7	3	5	3.00015410522314e-02	0.00000000000000e+00	2.03055000000000e+01	2.03055000000000e+01	1.92861000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.14752000000000e+01	6.48907272332525e+02	0.00000000000000e+00	1
1	10	4	7	3.00029937999903e-02	0.00000000000000e+00	2.31465000000000e+01	2.31465000000000e+01	2.19906000000000e+01	0.00000000000000e+00	8.48230016469244e+01	3.93789000000000e+00	3.34023649955407e+02	0.00000000000000e+00	1
1	13	5	9	3.00055107487631e-02	0.00000000000000e+00	2.26589000000000e+01	2.26589000000000e+01	2.17180000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.60449000000000e+00	1.81463543883298e+02	0.00000000000000e+00	1
1	19	7	13	3.00154941555399e-02	0.00000000000000e+00	1.89090000000000e+01	1.89090000000000e+01	1.79587000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.80442000000000e-01	6.45404647851184e+01	0.00000000000000e+00	1
1	25	9	17	3.00335203894293e-02	0.00000000000000e+00	1.68901000000000e+01	1.68901000000000e+01	1.50423000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.31889000000000e-01	2.98325889712299e+01	0.00000000000000e+00	1
1	31	11	21	3.00449043201162e-02	0.00000000000000e+00	3.81541000000000e+01	3.81541000000000e+01	3.37897000000000e+01	0.00000000000000e+00	2.82743338823081e+02	7.87625000000000e-02	2.22695722240529e+01	0.00000000000000e+00	1
1	37	13	25	3.00522806956470e-02	0.00000000000000e+00	2.91845000000000e+01	2.91845000000000e+01	2.62445000000000e+01	0.00000000000000e+00	3.39292006587698e+02	5.63748000000000e-02	1.91275190129801e+01	0.00000000000000e+00	1
2	5	3	4	3.00009982547116e-02	0.00000000000000e+00	1.56178000000000e+01	1.56178000000000e+01	1.48142000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.54296000000000e+01	1.00174833971662e+03	0.00000000000000e+00	1
2	8	4	6	3.00014760801120e-02	0.00000000000000e+00	2.07575000000000e+01	2.07575000000000e+01	1.96920000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.19803000000000e+01	6.77470004420432e+02	0.00000000000000e+00	1
2	11	5	8	3.00028061637256e-02	0.00000000000000e+00	2.26571000000000e+01	2.26571000000000e+01	2.16019000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.20120000000000e+00	3.56358394519059e+02	0.00000000000000e+00	1
2	14	6	10	3.00055399246152e-02	0.00000000000000e+00	2.25003000000000e+01	2.25003000000000e+01	2.13815000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.59604000000000e+00	1.80507871398076e+02	0.00000000000000e+00	1
2	20	8	14	3.00150854191220e-02	0.00000000000000e+00	2.23164000000000e+01	2.23164000000000e+01	2.07267000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.90750000000000e-01	6.62891757870714e+01	0.00000000000000e+00	1
2	26	10	18	3.00349630330608e-02	0.00000000000000e+00	8.75065000000000e+00	8.75065000000000e+00	9.03509000000000e+00	0.00000000000000e+00	2.26194671058465e+02	1.26447000000000e-01	2.86016375713297e+01	0.00000000000000e+00	1
2	32	12	22	3.00433354144283e-02	0.00000000000000e+00	2.97255000000000e+01	2.97255000000000e+01	3.08324000000000e+01	0.00000000000000e+00	2.82743338823081e+02	8.16140000000000e-02	2.30758148547070e+01	0.00000000000000e+00	1
2	38	14	26	3.00523137311315e-02	0.00000000000000e+00	1.51698000000000e+01	1.51698000000000e+01	1.58569000000000e+01	0.00000000000000e+00	3.39292006587698e+02	5.63392000000000e-02	1.91154402175456e+01	0.00000000000000e+00	1
3	6	4	5	3.00009574666580e-02	0.00000000000000e+00	1.55283000000000e+01	1.55283000000000e+01	1.47314000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.69389000000000e+01	1.04442279184519e+03	0.00000000000000e+00	1
3	9	5	7	3.00015330497842e-02	0.00000000000000e+00	2.06076000000000e+01	2.06076000000000e+01	1.95674000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.15351000000000e+01	6.52294537531625e+02	0.00000000000000e+00	1
3	12	6	9	3.00027646077465e-02	0.00000000000000e+00	2.23927000000000e+01	2.23927000000000e+01	2.11528000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.26435000000000e+00	3.61714967073062e+02	0.00000000000000e+00	1
3	15	7	11	3.00051358263048e-02	0.00000000000000e+00	2.23091000000000e+01	2.23091000000000e+01	2.13114000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.72162000000000e+00	1.94710634793837e+02	0.00000000000000e+00	1
3	21	9	15	3.00165672033578e-02	0.00000000000000e+00	2.09961000000000e+01	2.09961000000000e+01	2.01975000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.55801000000000e-01	6.03602176179547e+01	0.00000000000000e+00	1
3	27	11	19	3.00326811159514e-02	0.00000000000000e+00	2.15317000000000e+01	2.15317000000000e+01	2.28452000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.35276000000000e-01	3.05987103221049e+01	0.00000000000000e+00	1
3	33	13	23	3.00446061435149e-02	0.00000000000000e+00	2.63297000000000e+01	2.63297000000000e+01	2.61927000000000e+01	0.00000000000000e+00	2.82743338823081e+02	7.92890000000000e-02	2.24184365919433e+01	0.00000000000000e+00	1
3	39	15	27	3.00496841550372e-02	0.00000000000000e+00	2.30511000000000e+01	2.30511000000000e+01	1.87846000000000e+01	0.00000000000000e+00	3.39292006587698e+02	5.93210000000000e-02	2.01271411227888e+01	0.00000000000000e+00	1
4	7	5	6	3.00009361009246e-02	0.00000000000000e+00	1.58484000000000e+01	1.58484000000000e+01	1.50485000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.77820000000000e+01	1.06826088274137e+03	0.00000000000000e+00	1
4	10	6	8	3.00015427596568e-02	0.00000000000000e+00	1.98867000000000e+01	1.98867000000000e+01	1.89262000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.14625000000000e+01	6.48189104251914e+02	0.00000000000000e+00	1
4	13	7	10	3.00028272611830e-02	0.00000000000000e+00	2.14815000000000e+01	2.14815000000000e+01	2.03614000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.16985000000000e+00	3.53699193417428e+02	0.00000000000000e+00	1
4	16	8	12	3.00053882406643e-02	0.00000000000000e+00	2.20049000000000e+01	2.20049000000000e+01	2.10715000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.64097000000000e+00	1.85589334683405e+02	0.00000000000000e+00	1
4	22	10	16	3.00167734053500e-02	0.00000000000000e+00	2.30736000000000e+01	2.30736000000000e+01	2.07243000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.51427000000000e-01	5.96181859995474e+01	0.00000000000000e+00	1
4	28	12	20	3.00319367375437e-02	0.00000000000000e+00	1.68400000000000e+01	1.68400000000000e+01	1.75033000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.38429000000000e-01	3.13119021199523e+01	0.00000000000000e+00	1
4	34	14	24	3.00464369990265e-02	0.00000000000000e+00	2.73793000000000e+01	2.73793000000000e+01	2.93149000000000e+01	0.00000000000000e+00	2.82743338823081e+02	7.61629000000000e-02	2.15345526404485e+01	0.00000000000000e+00	1
4	40	16	28	3.00514129424184e-02	0.00000000000000e+00	1.84200000000000e+01	1.84200000000000e+01	1.47643000000000e+01	0.00000000000000e+00	3.39292006587698e+02	5.73263000000000e-02	1.94503553572483e+01	0.00000000000000e+00	1
5	8	6	7	3.00009836374115e-02	0.00000000000000e+00	1.51516000000000e+01	1.51516000000000e+01	1.43934000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.59561000000000e+01	1.01663477650566e+03	0.00000000000000e+00	1
5	11	7	9	3.00015286764953e-02	0.00000000000000e+00	1.95306000000000e+01	1.95306000000000e+01	1.85655000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.15681000000000e+01	6.54160643567858e+02	0.00000000000000e+00	1
5	14	8	11	3.00029124589090e-02	0.00000000000000e+00	2.16595000000000e+01	2.16595000000000e+01	2.06735000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.04787000000000e+00	3.43352483676536e+02	0.00000000000000e+00	1
5	17	9	13	3.00050771985546e-02	0.00000000000000e+00	2.31004000000000e+01	2.31004000000000e+01	2.19730000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.74150000000000e+00	1.96959009824159e+02	0.00000000000000e+00	1
5	23	11	17	3.00163360294481e-02	0.00000000000000e+00	2.27426000000000e+01	2.27426000000000e+01	2.12304000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.60836000000000e-01	6.12143852445392e+01	0.00000000000000e+00	1
5	29	13	21	3.00321067470474e-02	0.00000000000000e+00	1.69557000000000e+01	1.69557000000000e+01	1.84041000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.37696000000000e-01	3.11461014260664e+01	0.00000000000000e+00	1
5	35	15	25	3.00452708552617e-02	0.00000000000000e+00	1.88339000000000e+01	1.88339000000000e+01	1.07124000000000e+01	0.00000000000000e+00	2.82743338823081e+02	7.81248000000000e-02	2.20892667968855e+01	0.00000000000000e+00	1
5	41	17	29	3.00530288876987e-02	0.00000000000000e+00	1.91680000000000e+01	1.91680000000000e+01	1.27875000000000e+01	0.00000000000000e+00	3.39292006587698e+02	5.55794000000000e-02	1.88576461509403e+01	0.00000000000000e+00	1
6	9	7	8	3.00009555807913e-02	0.00000000000000e+00	1.54731000000000e+01	1.54731000000000e+01	1.46619000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.70118000000000e+01	1.04648399078521e+03	0.00000000000000e+00	1
6	12	8	10	3.00015220845368e-02	0.00000000000000e+00	1.95468000000000e+01	1.95468000000000e+01	1.85593000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.16182000000000e+01	6.56993731822865e+02	0.00000000000000e+00	1
6	15	9	12	3.00028449180481e-02	0.00000000000000e+00	2.20082000000000e+01	2.20082000000000e+01	2.10813000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.14397000000000e+00	3.51503974134805e+02	0.00000000000000e+00	1
6	18	10	14	3.00048242015260e-02	0.00000000000000e+00	2.31278000000000e+01	2.31278000000000e+01	2.21381000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.83283000000000e+00	2.07288189478043e+02	0.00000000000000e+00	1
6	24	12	18	3.00157558544167e-02	0.00000000000000e+00	2.10026000000000e+01	2.10026000000000e+01	2.07129000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.74123000000000e-01	6.34684716903046e+01	0.00000000000000e+00	1
6	30	14	22	3.00317352244052e-02	0.00000000000000e+00	1.43645000000000e+01	1.43645000000000e+01	1.47489000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.39308000000000e-01	3.15107272358127e+01	0.00000000000000e+00	1
6	36	16	26	3.00446018683418e-02	0.00000000000000e+00	5.89140000000000e+00	5.89140000000000e+00	3.71314000000000e+00	0.00000000000000e+00	2.82743338823081e+02	7.92966000000000e-02	2.24205854413183e+01	0.00000000000000e+00	1
7	10	8	9	3.00010471860133e-02	0.00000000000000e+00	1.45989000000000e+01	1.45989000000000e+01	1.38487000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.37741000000000e+01	9.54940179974463e+02	0.00000000000000e+00	1
7	13	9	11	3.00016276307494e-02	0.00000000000000e+00	1.94357000000000e+01	1.94357000000000e+01	1.84442000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.08648000000000e+01	6.14389965529003e+02	0.00000000000000e+00	1
7	16	10	13	3.00027937417756e-02	0.00000000000000e+00	2.17092000000000e+01	2.17092000000000e+01	2.05891000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.21988000000000e+00	3.57942888189823e+02	0.00000000000000e+00	1
7	19	11	15	3.00053949474858e-02	0.00000000000000e+00	2.25094000000000e+01	2.25094000000000e+01	2.13820000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.63893000000000e+00	1.85358616118925e+02	0.00000000000000e+00	1
7	25	13	19	3.00156437498591e-02	0.00000000000000e+00	2.26486000000000e+01	2.26486000000000e+01	1.99703000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.76804000000000e-01	6.39232926251354e+01	0.00000000000000e+00	1
7	31	15	23	3.00319838715243e-02	0.00000000000000e+00	2.65259000000000e+01	2.65259000000000e+01	2.43667000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.38225000000000e-01	3.12657584070563e+01	0.00000000000000e+00	1
7	37	17	27	3.00465279009178e-02	0.00000000000000e+00	3.31570000000000e+00	3.31570000000000e+00	9.88775000000000e+00	0.00000000000000e+00	2.82743338823081e+02	7.60141000000000e-02	2.14924804316316e+01	0.00000000000000e+00	1
8	11	9	10	3.00011133842829e-02	0.00000000000000e+00	1.47271000000000e+01	1.47271000000000e+01	1.39883000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.17660000000000e+01	8.98162490105400e+02	0.00000000000000e+00	1
8	14	10	12	3.00016489852357e-02	0.00000000000000e+00	1.90687000000000e+01	1.90687000000000e+01	1.81244000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.07241000000000e+01	6.06433567974521e+02	0.00000000000000e+00	1
8	17	11	14	3.00026373405346e-02	0.00000000000000e+00	2.11366000000000e+01	2.11366000000000e+01	2.01463000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.47013000000000e+00	3.79169844351966e+02	0.00000000000000e+00	1
8	20	12	16	3.00049362125024e-02	0.00000000000000e+00	2.26247000000000e+01	2.26247000000000e+01	2.15049000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.79124000000000e+00	2.02584471293383e+02	0.00000000000000e+00	1
8	26	14	20	3.00160764614875e-02	0.00000000000000e+00	2.15264000000000e+01	2.15264000000000e+01	2.07512000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.66662000000000e-01	6.22027428597292e+01	0.00000000000000e+00	1
8	32	16	24	3.00315984493102e-02	0.00000000000000e+00	2.69826000000000e+01	2.69826000000000e+01	2.25689000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.39911000000000e-01	3.16471226224609e+01	0.00000000000000e+00	1
8	38	18	28	3.00454650533693e-02	0.00000000000000e+00	9.82946000000000e+00	9.82946000000000e+00	1.32665000000000e+01	0.00000000000000e+00	2.82743338823081e+02	7.77911000000000e-02	2.19949153447202e+01	0.00000000000000e+00	1
9	12	10	11	3.00011107757119e-02	0.00000000000000e+00	1.46876000000000e+01	1.46876000000000e+01	1.39041000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.18406000000000e+01	9.00271755413021e+02	0.00000000000000e+00	1
9	15	11	13	3.00015275936669e-02	0.00000000000000e+00	1.86265000000000e+01	1.86265000000000e+01	1.76785000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.15763000000000e+01	6.54624342643527e+02	0.00000000000000e+00	1
9	18	12	15	3.00027925770657e-02	0.00000000000000e+00	2.16169000000000e+01	2.16169000000000e+01	2.05431000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.22164000000000e+00	3.58092176672722e+02	0.00000000000000e+00	1
9	21	13	17	3.00051559214669e-02	0.00000000000000e+00	2.35358000000000e+01	2.35358000000000e+01	2.21883000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.71491000000000e+00	1.93951751672436e+02	0.00000000000000e+00	1
9	27	15	21	3.00153481543867e-02	0.00000000000000e+00	2.04514000000000e+01	2.04514000000000e+01	2.03084000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.84061000000000e-01	6.51544136710389e+01	0.00000000000000e+00	1
9	33	17	25	3.00324520163652e-02	0.00000000000000e+00	1.77911000000000e+01	1.77911000000000e+01	1.76320000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.36231000000000e-01	3.08147262329658e+01	0.00000000000000e+00	1
9	39	19	29	3.00475117747603e-02	0.00000000000000e+00	1.44849000000000e+01	1.44849000000000e+01	1.91752000000000e+01	0.00000000000000e+00	2.82743338823081e+02	7.44400000000000e-02	2.10474141419902e+01	0.00000000000000e+00	1
10	13	11	12	3.00011650919790e-02	0.00000000000000e+00	1.37059000000000e+01	1.37059000000000e+01	1.30201000000000e+01	0.00000000000000e+00	2.82743338823081e+01	3.03562000000000e+01	8.58301334198122e+02	0.00000000000000e+00	1
10	16	12	14	3.00015377556623e-02	0.00000000000000e+00	1.79623000000000e+01	1.79623000000000e+01	1.70495000000000e+01	0.00000000000000e+00	5.65486677646163e+01	1.14998000000000e+01	6.50298369559534e+02	0.00000000000000e+00	1
10	19	13	16	3.00028355914575e-02	0.00000000000000e+00	2.15116000000000e+01	2.15116000000000e+01	2.04509000000000e+01	0.00000000000000e+00	8.48230016469244e+01	4.15760000000000e+00	3.52660111647253e+02	0.00000000000000e+00	1
10	22	14	18	3.00054631143313e-02	0.00000000000000e+00	2.23257000000000e+01	2.23257000000000e+01	2.11752000000000e+01	0.00000000000000e+00	1.13097335529233e+02	1.61848000000000e+00	1.83045775607352e+02	0.00000000000000e+00	1
10	28	16	22	3.00150326365823e-02	0.00000000000000e+00	2.14110000000000e+01	2.14110000000000e+01	1.92208000000000e+01	0.00000000000000e+00	1.69646003293849e+02	3.92122000000000e-01	6.65219301035906e+01	0.00000000000000e+00	1
10	34	18	26	3.00322296304718e-02	0.00000000000000e+00	1.49834000000000e+01	1.49834000000000e+01	1.62979000000000e+01	0.00000000000000e+00	2.26194671058465e+02	1.37171000000000e-01	3.10273492237607e+01	0.00000000000000e+00	1
